"sample_id","label","y_true","source_group","recommended_eval","duplicate_group","label_status","target_path","vulnerable_contract","vulnerable_function","vuln_line_start","vuln_line_end","secondary_function","secondary_line_start","secondary_line_end","location_source","location_note","vulnerable_path"
"rf_050_50_SpotPrice_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/50_SpotPrice_ROR.sol","RORSpotPriceAMM50","swapOut","21","24","spotPrice","17","19","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/50_SpotPrice_ROR.sol"
"rf_051_51_PrePublishedRate_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/51_PrePublishedRate_ROR.sol","PrePublishedRate51","unwrap","55","72","getRate","43","45","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/51_PrePublishedRate_ROR.sol"
"rf_052_52_SharePriceCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/52_SharePriceCommit_ROR.sol","SharePriceCommit52","queueWithdraw","49","62","pricePerShare","37","39","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/52_SharePriceCommit_ROR.sol"
"rf_053_53_SpotPriceCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/53_SpotPriceCommit_ROR.sol","SpotPriceCommit53","quoteSwapOut","43","54","spotPrice","34","36","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/53_SpotPriceCommit_ROR.sol"
"rf_054_54_LendingHealthCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/54_LendingHealthCommit_ROR.sol","LendingHealthCommit54","borrow","47","64","accountHealth","32","34","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/54_LendingHealthCommit_ROR.sol"
"rf_055_55_VirtualPriceCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/55_VirtualPriceCommit_ROR.sol","VirtualPriceCommit55","commitRemoveLiquidity","43","53","get_virtual_price","33","35","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/55_VirtualPriceCommit_ROR.sol"
"rf_056_56_TotalAssetsCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/56_TotalAssetsCommit_ROR.sol","TotalAssetsCommit56","queueRedeem","37","49","exchangeRate","25","27","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/56_TotalAssetsCommit_ROR.sol"
"rf_057_57_ReserveIndexCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/57_ReserveIndexCommit_ROR.sol","ReserveIndexCommit57","issueDebt","36","47","getReserveNormalizedIncome","28","30","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/57_ReserveIndexCommit_ROR.sol"
"rf_058_58_CollateralIndexCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/58_CollateralIndexCommit_ROR.sol","CollateralIndexCommit58","exit","38","50","collateralIndex","30","32","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/58_CollateralIndexCommit_ROR.sol"
"rf_059_59_OracleRoundCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/59_OracleRoundCommit_ROR.sol","OracleRoundCommit59","pushRound","36","48","latestAnswer","28","30","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/59_OracleRoundCommit_ROR.sol"
"rf_060_60_DebtShareCommit_ROR","ROR","1","ror_dataset_flat","1","","curated_positive","cases/ror_dataset_flat/60_DebtShareCommit_ROR.sol","DebtShareCommit60","mintDebtShares","32","48","debtIndex","24","26","curated_flat_location_map","target function resolved from source","cases/ror_dataset_flat/60_DebtShareCommit_ROR.sol"
"rf_061_61_CachedTotalAssets_UpdateBeforeCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/61_CachedTotalAssets_UpdateBeforeCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/61_CachedTotalAssets_UpdateBeforeCall_Safe.sol"
"rf_062_62_SharePriceBurnAfterWithdraw_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/62_SharePriceBurnAfterWithdraw_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/62_SharePriceBurnAfterWithdraw_Safe.sol"
"rf_063_63_OracleReadCommittedAfterCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/63_OracleReadCommittedAfterCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/63_OracleReadCommittedAfterCall_Safe.sol"
"rf_064_64_RateProviderVersionedCommit_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/64_RateProviderVersionedCommit_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/64_RateProviderVersionedCommit_Safe.sol"
"rf_065_65_VirtualPriceNoExternalWindow_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/65_VirtualPriceNoExternalWindow_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/65_VirtualPriceNoExternalWindow_Safe.sol"
"rf_066_66_DepositWithReentrancyGuard_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/66_DepositWithReentrancyGuard_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/66_DepositWithReentrancyGuard_Safe.sol"
"rf_067_67_WithdrawWithReadLock_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/67_WithdrawWithReadLock_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/67_WithdrawWithReadLock_Safe.sol"
"rf_068_68_SpotPriceSnapshotBeforeCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/68_SpotPriceSnapshotBeforeCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/68_SpotPriceSnapshotBeforeCall_Safe.sol"
"rf_069_69_LendingHealthFinalizedBeforeCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/69_LendingHealthFinalizedBeforeCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/69_LendingHealthFinalizedBeforeCall_Safe.sol"
"rf_070_70_TotalAssetsPullThenCommit_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/70_TotalAssetsPullThenCommit_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/70_TotalAssetsPullThenCommit_Safe.sol"
"rf_071_71_ReserveIndexCommitBeforeCallback_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/71_ReserveIndexCommitBeforeCallback_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/71_ReserveIndexCommitBeforeCallback_Safe.sol"
"rf_072_72_CollateralIndexReadGuard_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/72_CollateralIndexReadGuard_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/72_CollateralIndexReadGuard_Safe.sol"
"rf_073_73_OracleRoundTwoPhaseCommit_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/73_OracleRoundTwoPhaseCommit_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/73_OracleRoundTwoPhaseCommit_Safe.sol"
"rf_074_74_DebtShareIndexConsistentUpdate_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/74_DebtShareIndexConsistentUpdate_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/74_DebtShareIndexConsistentUpdate_Safe.sol"
"rf_075_75_ExternalCallNoReadableState_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/75_ExternalCallNoReadableState_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/75_ExternalCallNoReadableState_Safe.sol"
"rf_076_76_ReadOnlyPureCalculation_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/76_ReadOnlyPureCalculation_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/76_ReadOnlyPureCalculation_Safe.sol"
"rf_077_77_ControllerWithdrawNoShareMutation_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/77_ControllerWithdrawNoShareMutation_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/77_ControllerWithdrawNoShareMutation_Safe.sol"
"rf_078_78_CachedRateExpiresDuringCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/78_CachedRateExpiresDuringCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/78_CachedRateExpiresDuringCall_Safe.sol"
"rf_079_79_SnapshotQueryUsesPreviousEpoch_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/79_SnapshotQueryUsesPreviousEpoch_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/79_SnapshotQueryUsesPreviousEpoch_Safe.sol"
"rf_080_80_SafeExternalOracleAdapter","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/80_SafeExternalOracleAdapter.sol","","","","","","","","","","cases/ror_dataset_flat/80_SafeExternalOracleAdapter.sol"
"rf_081_81_OracleCacheCommitBeforeHook_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/81_OracleCacheCommitBeforeHook_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/81_OracleCacheCommitBeforeHook_Safe.sol"
"rf_082_82_TotalSupplySnapshotBeforeTransfer_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/82_TotalSupplySnapshotBeforeTransfer_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/82_TotalSupplySnapshotBeforeTransfer_Safe.sol"
"rf_083_83_ShareIndexCommitBeforeCallback_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/83_ShareIndexCommitBeforeCallback_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/83_ShareIndexCommitBeforeCallback_Safe.sol"
"rf_084_84_RateProviderNoMidCallMutation_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/84_RateProviderNoMidCallMutation_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/84_RateProviderNoMidCallMutation_Safe.sol"
"rf_085_85_VirtualPriceLockDuringJoin_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/85_VirtualPriceLockDuringJoin_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/85_VirtualPriceLockDuringJoin_Safe.sol"
"rf_086_86_WithdrawBurnBeforeExternalCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/86_WithdrawBurnBeforeExternalCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/86_WithdrawBurnBeforeExternalCall_Safe.sol"
"rf_087_87_TwoPhaseOracleCommitBeforeNotify_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/87_TwoPhaseOracleCommitBeforeNotify_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/87_TwoPhaseOracleCommitBeforeNotify_Safe.sol"
"rf_088_88_LendingIndexCheckpointBeforeHook_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/88_LendingIndexCheckpointBeforeHook_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/88_LendingIndexCheckpointBeforeHook_Safe.sol"
"rf_089_89_ExternalCallAfterPriceFreeze_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/89_ExternalCallAfterPriceFreeze_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/89_ExternalCallAfterPriceFreeze_Safe.sol"
"rf_090_90_RewardAccumulatorCommitBeforeMint_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/90_RewardAccumulatorCommitBeforeMint_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/90_RewardAccumulatorCommitBeforeMint_Safe.sol"
"rf_091_91_StableAssetRatioCommitBeforeSwap_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/91_StableAssetRatioCommitBeforeSwap_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/91_StableAssetRatioCommitBeforeSwap_Safe.sol"
"rf_092_92_CallbackSeesCommittedEpoch_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/92_CallbackSeesCommittedEpoch_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/92_CallbackSeesCommittedEpoch_Safe.sol"
"rf_093_93_ReentrantReadBlockedByPhase_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/93_ReentrantReadBlockedByPhase_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/93_ReentrantReadBlockedByPhase_Safe.sol"
"rf_094_94_OraclePullThenCommitThenHook_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/94_OraclePullThenCommitThenHook_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/94_OraclePullThenCommitThenHook_Safe.sol"
"rf_095_95_LiquidityInvariantUpdatedBeforeCall_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/95_LiquidityInvariantUpdatedBeforeCall_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/95_LiquidityInvariantUpdatedBeforeCall_Safe.sol"
"rf_096_96_ReadOnlyUsesImmutableConfig_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/96_ReadOnlyUsesImmutableConfig_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/96_ReadOnlyUsesImmutableConfig_Safe.sol"
"rf_097_97_WithdrawPreviewAfterAccountingCommit_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/97_WithdrawPreviewAfterAccountingCommit_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/97_WithdrawPreviewAfterAccountingCommit_Safe.sol"
"rf_098_98_DebtIndexCommitBeforeLiquidationHook_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/98_DebtIndexCommitBeforeLiquidationHook_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/98_DebtIndexCommitBeforeLiquidationHook_Safe.sol"
"rf_099_99_CallbackCannotObservePendingRate_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/99_CallbackCannotObservePendingRate_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/99_CallbackCannotObservePendingRate_Safe.sol"
"rf_100_100_PriceReadRequiresFinalizedRound_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/100_PriceReadRequiresFinalizedRound_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/100_PriceReadRequiresFinalizedRound_Safe.sol"
"rf_101_101_ExternalStrategyAfterNavCommit_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/101_ExternalStrategyAfterNavCommit_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/101_ExternalStrategyAfterNavCommit_Safe.sol"
"rf_102_102_ReadOnlyOracleIgnoresTransientBalance_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/102_ReadOnlyOracleIgnoresTransientBalance_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/102_ReadOnlyOracleIgnoresTransientBalance_Safe.sol"
"rf_103_103_SafePreviewUsesPostStateSnapshot_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/103_SafePreviewUsesPostStateSnapshot_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/103_SafePreviewUsesPostStateSnapshot_Safe.sol"
"rf_104_104_CallbackReadsFinalizedAccumulator_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/104_CallbackReadsFinalizedAccumulator_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/104_CallbackReadsFinalizedAccumulator_Safe.sol"
"rf_105_105_ExternalCallNoPriceDependency_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/105_ExternalCallNoPriceDependency_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/105_ExternalCallNoPriceDependency_Safe.sol"
"rf_106_106_CommitBeforeERC777Hook_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/106_CommitBeforeERC777Hook_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/106_CommitBeforeERC777Hook_Safe.sol"
"rf_107_107_LockedPreviewDuringAssetPull_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/107_LockedPreviewDuringAssetPull_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/107_LockedPreviewDuringAssetPull_Safe.sol"
"rf_108_108_FinalizedOracleRoundBeforeCallback_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/108_FinalizedOracleRoundBeforeCallback_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/108_FinalizedOracleRoundBeforeCallback_Safe.sol"
"rf_109_109_StateVersionCheckedAfterCallback_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/109_StateVersionCheckedAfterCallback_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/109_StateVersionCheckedAfterCallback_Safe.sol"
"rf_110_110_SharePriceUsesCommittedLedger_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/110_SharePriceUsesCommittedLedger_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/110_SharePriceUsesCommittedLedger_Safe.sol"
"rf_111_111_OracleReadBlockedUntilSettled_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/111_OracleReadBlockedUntilSettled_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/111_OracleReadBlockedUntilSettled_Safe.sol"
"rf_112_112_ExternalCallAfterHealthFactorCommit_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/112_ExternalCallAfterHealthFactorCommit_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/112_ExternalCallAfterHealthFactorCommit_Safe.sol"
"rf_113_113_StableRateSnapshotBeforeNotify_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/113_StableRateSnapshotBeforeNotify_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/113_StableRateSnapshotBeforeNotify_Safe.sol"
"rf_114_114_CallbackCannotReadPrivateStaging_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/114_CallbackCannotReadPrivateStaging_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/114_CallbackCannotReadPrivateStaging_Safe.sol"
"rf_115_115_TotalAssetsReadUsesEscrowBalance_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/115_TotalAssetsReadUsesEscrowBalance_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/115_TotalAssetsReadUsesEscrowBalance_Safe.sol"
"rf_116_116_CallbackAfterInvariantRestored_Safe","Safe","0","ror_dataset_flat","1","","curated_negative","cases/ror_dataset_flat/116_CallbackAfterInvariantRestored_Safe.sol","","","","","","","","","","cases/ror_dataset_flat/116_CallbackAfterInvariantRestored_Safe.sol"
