"sample_id","target_path","y_true","label","source_group","recommended_eval","vulnerable_contract","vulnerable_function","vuln_line_start","vuln_line_end","secondary_function","secondary_line_start","secondary_line_end","vulnerable_path"
"rf_069_69_LendingHealthFinalizedBeforeCall_Safe","cases/ror_dataset_flat/69_LendingHealthFinalizedBeforeCall_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/69_LendingHealthFinalizedBeforeCall_Safe.sol"
"rf_070_70_TotalAssetsPullThenCommit_Safe","cases/ror_dataset_flat/70_TotalAssetsPullThenCommit_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/70_TotalAssetsPullThenCommit_Safe.sol"
"rf_071_71_ReserveIndexCommitBeforeCallback_Safe","cases/ror_dataset_flat/71_ReserveIndexCommitBeforeCallback_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/71_ReserveIndexCommitBeforeCallback_Safe.sol"
"rf_072_72_CollateralIndexReadGuard_Safe","cases/ror_dataset_flat/72_CollateralIndexReadGuard_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/72_CollateralIndexReadGuard_Safe.sol"
"rf_073_73_OracleRoundTwoPhaseCommit_Safe","cases/ror_dataset_flat/73_OracleRoundTwoPhaseCommit_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/73_OracleRoundTwoPhaseCommit_Safe.sol"
"rf_074_74_DebtShareIndexConsistentUpdate_Safe","cases/ror_dataset_flat/74_DebtShareIndexConsistentUpdate_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/74_DebtShareIndexConsistentUpdate_Safe.sol"
"rf_075_75_ExternalCallNoReadableState_Safe","cases/ror_dataset_flat/75_ExternalCallNoReadableState_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/75_ExternalCallNoReadableState_Safe.sol"
"rf_076_76_ReadOnlyPureCalculation_Safe","cases/ror_dataset_flat/76_ReadOnlyPureCalculation_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/76_ReadOnlyPureCalculation_Safe.sol"
"rf_077_77_ControllerWithdrawNoShareMutation_Safe","cases/ror_dataset_flat/77_ControllerWithdrawNoShareMutation_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/77_ControllerWithdrawNoShareMutation_Safe.sol"
"rf_078_78_CachedRateExpiresDuringCall_Safe","cases/ror_dataset_flat/78_CachedRateExpiresDuringCall_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/78_CachedRateExpiresDuringCall_Safe.sol"
"rf_079_79_SnapshotQueryUsesPreviousEpoch_Safe","cases/ror_dataset_flat/79_SnapshotQueryUsesPreviousEpoch_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/79_SnapshotQueryUsesPreviousEpoch_Safe.sol"
"rf_080_80_SafeExternalOracleAdapter","cases/ror_dataset_flat/80_SafeExternalOracleAdapter.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/80_SafeExternalOracleAdapter.sol"
"rf_081_81_OracleCacheCommitBeforeHook_Safe","cases/ror_dataset_flat/81_OracleCacheCommitBeforeHook_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/81_OracleCacheCommitBeforeHook_Safe.sol"
"rf_082_82_TotalSupplySnapshotBeforeTransfer_Safe","cases/ror_dataset_flat/82_TotalSupplySnapshotBeforeTransfer_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/82_TotalSupplySnapshotBeforeTransfer_Safe.sol"
"rf_083_83_ShareIndexCommitBeforeCallback_Safe","cases/ror_dataset_flat/83_ShareIndexCommitBeforeCallback_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/83_ShareIndexCommitBeforeCallback_Safe.sol"
"rf_084_84_RateProviderNoMidCallMutation_Safe","cases/ror_dataset_flat/84_RateProviderNoMidCallMutation_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/84_RateProviderNoMidCallMutation_Safe.sol"
"rf_085_85_VirtualPriceLockDuringJoin_Safe","cases/ror_dataset_flat/85_VirtualPriceLockDuringJoin_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/85_VirtualPriceLockDuringJoin_Safe.sol"
"rf_086_86_WithdrawBurnBeforeExternalCall_Safe","cases/ror_dataset_flat/86_WithdrawBurnBeforeExternalCall_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/86_WithdrawBurnBeforeExternalCall_Safe.sol"
"rf_087_87_TwoPhaseOracleCommitBeforeNotify_Safe","cases/ror_dataset_flat/87_TwoPhaseOracleCommitBeforeNotify_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/87_TwoPhaseOracleCommitBeforeNotify_Safe.sol"
"rf_088_88_LendingIndexCheckpointBeforeHook_Safe","cases/ror_dataset_flat/88_LendingIndexCheckpointBeforeHook_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/88_LendingIndexCheckpointBeforeHook_Safe.sol"
"rf_089_89_ExternalCallAfterPriceFreeze_Safe","cases/ror_dataset_flat/89_ExternalCallAfterPriceFreeze_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/89_ExternalCallAfterPriceFreeze_Safe.sol"
"rf_090_90_RewardAccumulatorCommitBeforeMint_Safe","cases/ror_dataset_flat/90_RewardAccumulatorCommitBeforeMint_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/90_RewardAccumulatorCommitBeforeMint_Safe.sol"
"rf_091_91_StableAssetRatioCommitBeforeSwap_Safe","cases/ror_dataset_flat/91_StableAssetRatioCommitBeforeSwap_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/91_StableAssetRatioCommitBeforeSwap_Safe.sol"
"rf_092_92_CallbackSeesCommittedEpoch_Safe","cases/ror_dataset_flat/92_CallbackSeesCommittedEpoch_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/92_CallbackSeesCommittedEpoch_Safe.sol"
"rf_093_93_ReentrantReadBlockedByPhase_Safe","cases/ror_dataset_flat/93_ReentrantReadBlockedByPhase_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/93_ReentrantReadBlockedByPhase_Safe.sol"
"rf_094_94_OraclePullThenCommitThenHook_Safe","cases/ror_dataset_flat/94_OraclePullThenCommitThenHook_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/94_OraclePullThenCommitThenHook_Safe.sol"
"rf_095_95_LiquidityInvariantUpdatedBeforeCall_Safe","cases/ror_dataset_flat/95_LiquidityInvariantUpdatedBeforeCall_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/95_LiquidityInvariantUpdatedBeforeCall_Safe.sol"
"rf_096_96_ReadOnlyUsesImmutableConfig_Safe","cases/ror_dataset_flat/96_ReadOnlyUsesImmutableConfig_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/96_ReadOnlyUsesImmutableConfig_Safe.sol"
"rf_097_97_WithdrawPreviewAfterAccountingCommit_Safe","cases/ror_dataset_flat/97_WithdrawPreviewAfterAccountingCommit_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/97_WithdrawPreviewAfterAccountingCommit_Safe.sol"
"rf_098_98_DebtIndexCommitBeforeLiquidationHook_Safe","cases/ror_dataset_flat/98_DebtIndexCommitBeforeLiquidationHook_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/98_DebtIndexCommitBeforeLiquidationHook_Safe.sol"
"rf_099_99_CallbackCannotObservePendingRate_Safe","cases/ror_dataset_flat/99_CallbackCannotObservePendingRate_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/99_CallbackCannotObservePendingRate_Safe.sol"
"rf_100_100_PriceReadRequiresFinalizedRound_Safe","cases/ror_dataset_flat/100_PriceReadRequiresFinalizedRound_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/100_PriceReadRequiresFinalizedRound_Safe.sol"
"rf_101_101_ExternalStrategyAfterNavCommit_Safe","cases/ror_dataset_flat/101_ExternalStrategyAfterNavCommit_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/101_ExternalStrategyAfterNavCommit_Safe.sol"
"rf_102_102_ReadOnlyOracleIgnoresTransientBalance_Safe","cases/ror_dataset_flat/102_ReadOnlyOracleIgnoresTransientBalance_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/102_ReadOnlyOracleIgnoresTransientBalance_Safe.sol"
"rf_103_103_SafePreviewUsesPostStateSnapshot_Safe","cases/ror_dataset_flat/103_SafePreviewUsesPostStateSnapshot_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/103_SafePreviewUsesPostStateSnapshot_Safe.sol"
"rf_104_104_CallbackReadsFinalizedAccumulator_Safe","cases/ror_dataset_flat/104_CallbackReadsFinalizedAccumulator_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/104_CallbackReadsFinalizedAccumulator_Safe.sol"
"rf_105_105_ExternalCallNoPriceDependency_Safe","cases/ror_dataset_flat/105_ExternalCallNoPriceDependency_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/105_ExternalCallNoPriceDependency_Safe.sol"
"rf_106_106_CommitBeforeERC777Hook_Safe","cases/ror_dataset_flat/106_CommitBeforeERC777Hook_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/106_CommitBeforeERC777Hook_Safe.sol"
"rf_107_107_LockedPreviewDuringAssetPull_Safe","cases/ror_dataset_flat/107_LockedPreviewDuringAssetPull_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/107_LockedPreviewDuringAssetPull_Safe.sol"
"rf_108_108_FinalizedOracleRoundBeforeCallback_Safe","cases/ror_dataset_flat/108_FinalizedOracleRoundBeforeCallback_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/108_FinalizedOracleRoundBeforeCallback_Safe.sol"
"rf_109_109_StateVersionCheckedAfterCallback_Safe","cases/ror_dataset_flat/109_StateVersionCheckedAfterCallback_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/109_StateVersionCheckedAfterCallback_Safe.sol"
"rf_110_110_SharePriceUsesCommittedLedger_Safe","cases/ror_dataset_flat/110_SharePriceUsesCommittedLedger_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/110_SharePriceUsesCommittedLedger_Safe.sol"
"rf_111_111_OracleReadBlockedUntilSettled_Safe","cases/ror_dataset_flat/111_OracleReadBlockedUntilSettled_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/111_OracleReadBlockedUntilSettled_Safe.sol"
"rf_112_112_ExternalCallAfterHealthFactorCommit_Safe","cases/ror_dataset_flat/112_ExternalCallAfterHealthFactorCommit_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/112_ExternalCallAfterHealthFactorCommit_Safe.sol"
"rf_113_113_StableRateSnapshotBeforeNotify_Safe","cases/ror_dataset_flat/113_StableRateSnapshotBeforeNotify_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/113_StableRateSnapshotBeforeNotify_Safe.sol"
"rf_114_114_CallbackCannotReadPrivateStaging_Safe","cases/ror_dataset_flat/114_CallbackCannotReadPrivateStaging_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/114_CallbackCannotReadPrivateStaging_Safe.sol"
"rf_115_115_TotalAssetsReadUsesEscrowBalance_Safe","cases/ror_dataset_flat/115_TotalAssetsReadUsesEscrowBalance_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/115_TotalAssetsReadUsesEscrowBalance_Safe.sol"
"rf_116_116_CallbackAfterInvariantRestored_Safe","cases/ror_dataset_flat/116_CallbackAfterInvariantRestored_Safe.sol","0","Safe","ror_dataset_flat","1","","","","","","","","cases/ror_dataset_flat/116_CallbackAfterInvariantRestored_Safe.sol"
